county,date,icu_avail,icu_total,med_avail,med_total,ped_avail,ped_total,pic_avail,pic_total,covid_patients,covid_vents,vents_use,vents,icu_avail_mean,icu_total_mean,med_avail_mean,med_total_mean,ped_avail_mean,ped_total_mean,pic_avail_mean,pic_total_mean,covid_patients_mean,covid_vents_mean,vents_use_mean,vents_mean,icu_percent,med_percent,ped_percent,pic_percent,covid_icu,covid_icu_mean,county_fips,latitude,longitude
Butler,2020-10-04T00:00:00Z,17,18,76,148,0,0,0,0,0,1,6,28,13.5,19.3,80.8,142.6,0,0,0,0,0.4,0.1,5.4,28,94.4,51.4,NA,NA,NA,NA,42019,40.91083185,-79.91711779
Armstrong,2020-10-04T00:00:00Z,8,12,46,81,0,0,0,0,0,0,1,6,8.6,12,49.6,81,0,0,0,0,0.6,0,0.4,6,66.7,56.8,NA,NA,NA,NA,42005,40.81509526,-79.47316899
Chester,2020-10-04T00:00:00Z,40,94,130,577,9,11,0,0,16,3,16,132,41.5,97.1,112.9,574.6,7.8,11,0,0,12.3,1.7,13.8,132.8,42.6,22.5,81.8,NA,NA,NA,42029,39.97487056,-75.75626498
Beaver,2020-10-04T00:00:00Z,3,14,8,104,0,0,0,0,4,0,0,0,3.2,14.1,8.2,92,0,0,0,0,4.3,0.5,0,0,21.4,7.7,NA,NA,NA,NA,42007,40.68349245,-80.35107356
Centre,2020-10-04T00:00:00Z,16,24,7,131,6,6,0,0,4,0,0,26,12.8,24,31.5,131,4.8,6,0,0,4.3,0,0.3,26,66.7,5.3,100,NA,NA,NA,42027,40.9193135,-77.82500112
Clinton,2020-10-04T00:00:00Z,0,0,29,29,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,42035,41.23286274,-77.642837599999993
Allegheny,2020-10-04T00:00:00Z,130,805,819,3254,78,245,6,48,58,9,187,813,124.3,818,633.8,3277.9,56.9,244.8,7.1,47.4,49.9,8.7,190.9,815.8,16.1,25.2,31.8,12.5,NA,NA,42003,40.46735543,-79.98619843
Forest,2020-10-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42053,41.51357876,-79.23780995
Bradford,2020-10-04T00:00:00Z,17,38,53,211,0,0,0,0,14,3,6,26,15.4,38,45,211,0,0,0,0,6.3,0.6,4.4,26,44.7,25.1,NA,NA,NA,NA,42015,41.79117814,-76.51825624
Erie,2020-10-04T00:00:00Z,34,179,120,582,2,14,0,0,8,3,44,143,34.6,174.5,92.9,565.9,2.6,10.9,0,0,6.9,2.9,42.9,143,19,20.6,14.3,NA,NA,NA,42049,41.99413787,-80.0407591
Crawford,2020-10-04T00:00:00Z,12,18,69,138,6,6,0,0,2,0,0,24,9.2,18,77.9,138,5.6,6,0,0,0.4,0,0.4,24,66.7,50,100,NA,NA,NA,42039,41.68546907,-80.11321083
Jefferson,2020-10-04T00:00:00Z,4,5,39,60,0,0,0,0,0,0,0,17,3.1,5,34.4,60,0,0,0,0,0.6,0.4,0,17,80,65,NA,NA,NA,NA,42065,41.13139091,-79.00101814
Greene,2020-10-04T00:00:00Z,0,0,2,12,0,0,0,0,0,0,0,5,0,0,3.6,12.8,0,0,0,0,0,0,0,5,NA,16.7,NA,NA,NA,NA,42059,39.85480393,-80.22943817
Delaware,2020-10-04T00:00:00Z,20,76,115,519,5,10,0,0,13,0,40,160,16.4,74.4,113.4,523,4.5,9.6,0,0,18,1.8,39.6,160,26.3,22.2,50,NA,NA,NA,42045,39.91657867,-75.40627712
Columbia,2020-10-04T00:00:00Z,4,0,18,32,0,0,0,0,1,0,0,9,8.3,9.9,16.9,33.4,0,0,0,0,0.1,0,0,9,NA,56.2,NA,NA,NA,NA,42037,41.04912086,-76.4100218
Dauphin,2020-10-04T00:00:00Z,37,179,51,512,6,60,6,18,20,3,62,169,41.9,178,39.9,515.1,5.4,59.9,3.2,18,17.3,3.1,57.9,169,20.7,10,10,33.3,NA,NA,42043,40.41974636,-76.77960568
Franklin,2020-10-04T00:00:00Z,13,34,69,219,4,6,0,0,9,1,9,27,12.5,34,70.6,219,5,6,0,0,6.1,0.9,5.8,27,38.2,31.5,66.7,NA,NA,NA,42055,39.92786197,-77.72398845
Huntingdon,2020-10-04T00:00:00Z,1,7,33,50,0,0,0,0,0,0,0,0,1.9,7,31,50,0,0,0,0,0,0,0,0,14.3,66,NA,NA,NA,NA,42061,40.416105,-77.9827661
Cumberland,2020-10-04T00:00:00Z,54,101,66,357,0,4,0,0,7,1,13,55,43.1,97.6,41.1,341.6,0,4,0,0,6.3,0.1,12.1,55,53.5,18.5,0,NA,NA,NA,42041,40.16759839,-77.26866271
Fulton,2020-10-04T00:00:00Z,0,0,4,21,0,0,0,0,0,0,0,2,0,0,10.7,21,0,0,0,0,0,0,0,2,NA,19,NA,NA,NA,NA,42057,39.92487511,-78.11485045
Indiana,2020-10-04T00:00:00Z,6,12,42,102,0,0,0,0,3,1,1,23,5.6,12,30.1,102,0,0,0,0,2.9,0.6,1.5,23,50,41.2,NA,NA,NA,NA,42063,40.65295497,-79.09333493
Fayette,2020-10-04T00:00:00Z,8,15,39,104,0,0,0,0,3,1,3,28,4.1,15,37.8,104,0,0,0,0,4.9,0.4,3,28,53.3,37.5,NA,NA,NA,NA,42051,39.9194478,-79.65189635
Elk,2020-10-04T00:00:00Z,4,7,7,19,0,0,0,0,0,0,0,7,5.2,7,6.7,19,0,0,0,0,0,0,0,6.9,57.1,36.8,NA,NA,NA,NA,42047,41.42819416,-78.64947713
Lackawanna,2020-10-04T00:00:00Z,7,47,19,367,11,22,0,0,14,0,5,41,7.6,48.3,21.6,367,10.6,22,0,0,3.4,0,5,41,14.9,5.2,50,NA,NA,NA,42069,41.43910064,-75.61218345
Lehigh,2020-10-04T00:00:00Z,12,172,106,1082,22,89,3,13,36,6,64,236,9,172,87,1088.9,18.5,89,3.5,13,29.2,4.8,72.3,236,7,9.8,24.7,23.1,NA,NA,42077,40.61464794,-75.60099481
Lancaster,2020-10-04T00:00:00Z,11,79,132,542,26,29,0,0,22,1,17,112,18.3,87,102.8,544.6,23.8,29,0,0,14.3,1.2,15.9,112,13.9,24.4,89.7,NA,NA,NA,42071,40.04590796,-76.25138768
Lebanon,2020-10-04T00:00:00Z,5,18,24,98,0,0,0,0,14,1,3,12,6.4,17.9,19.5,97.3,0,0,0,0,6.9,0.1,2.3,12,27.8,24.5,NA,NA,NA,NA,42075,40.367597,-76.46182575
Lycoming,2020-10-04T00:00:00Z,8,56,92,209,1,7,0,0,6,0,5,45,5.6,55.8,80.9,210.2,1.2,7,0,0,2.9,0,4.7,45.3,14.3,44,14.3,NA,NA,NA,42081,41.34459792,-77.06942457
Mercer,2020-10-04T00:00:00Z,19,34,199,312,0,0,0,0,2,0,2,28,21.5,34,208.1,309.1,0,0,0,0,3.1,0,2,28,55.9,63.8,NA,NA,NA,NA,42085,41.30237777,-80.26009411
Lawrence,2020-10-04T00:00:00Z,7,12,0,64,0,0,0,0,7,0,2,10,5.8,11.7,3.5,62.8,0,0,0,0,2.4,0,1.9,10,58.3,0,NA,NA,NA,NA,42073,40.99325035,-80.33754114
Northampton,2020-10-04T00:00:00Z,1,12,21,149,0,0,0,0,2,0,3,3,5.8,19.1,31.9,173.8,0,0,0,0,1.6,0.4,0.6,1.4,8.3,14.1,NA,NA,NA,NA,42095,40.7545954,-75.31263726
Mifflin,2020-10-04T00:00:00Z,4,10,20,87,0,0,0,0,5,0,0,15,5.7,12.1,27.4,84.9,0,0,0,0,4.6,0,0,15,40,23,NA,NA,NA,NA,42087,40.61274928,-77.62003089
Monroe,2020-10-04T00:00:00Z,2,36,28,240,0,16,0,0,1,1,6,23,3.8,36,17.4,240,0.4,16,0,0,0.5,0.1,5.4,23.6,5.6,11.7,0,NA,NA,NA,42089,41.06091787,-75.34083603
Montour,2020-10-04T00:00:00Z,20,124,14,267,1,36,6,14,26,2,31,186,16.5,123.4,12.4,267,3.1,36,7.3,14,18.4,1.3,30.1,186,16.1,5.2,2.8,42.9,NA,NA,42093,41.02801824,-76.66470527
McKean,2020-10-04T00:00:00Z,2,10,15,38,9,29,0,0,0,0,0,8,3.4,10,21.4,38,14.1,29,0,0,0,0,0,8,20,39.5,31,NA,NA,NA,42083,41.81037074,-78.5712202
Montgomery,2020-10-04T00:00:00Z,143,337,382,1444,30,35,0,0,27,7,93,396,129.6,343.6,335,1429.1,28.2,32.4,0,0,27.1,6.2,87.6,396,42.4,26.5,85.7,NA,NA,NA,42091,40.20989874,-75.37252001
Juniata,2020-10-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42067,40.53433008,-77.405775
Luzerne,2020-10-04T00:00:00Z,15,54,40,388,7,7,0,0,5,0,16,120,8,60.1,25.8,395.7,3.9,7,0,0,4.1,0,15.6,120,27.8,10.3,100,NA,NA,NA,42079,41.17836439,-75.9919961
Philadelphia,2020-10-04T00:00:00Z,171,779,554,3807,33,91,17,250,115,10,329,1332,133.9,781.9,477.9,3790,36.9,92.3,22.9,250.6,98.7,10.7,342.6,1332,22,14.6,36.3,6.8,NA,NA,42101,40.00444354,-75.140236
Snyder,2020-10-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42109,40.77113737,-77.07255968
Somerset,2020-10-04T00:00:00Z,27,46,111,136,0,0,0,0,1,0,0,2,27.6,46,108.1,136,0,0,0,0,0.1,0,0,2,58.7,81.6,NA,NA,NA,NA,42111,39.97146299,-79.03100206
Northumberland,2020-10-04T00:00:00Z,3,7,11,40,0,0,0,0,14,0,0,4,1.4,7,10,40,0,0,0,0,9.4,0,0,4,42.9,27.5,NA,NA,NA,NA,42097,40.85150926,-76.71188423
Perry,2020-10-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42099,40.40415317,-77.25907385
Potter,2020-10-04T00:00:00Z,3,6,30,39,0,0,0,0,1,0,4,4,2.7,6,26.5,39,0,0,0,0,0.3,0,4,4,50,76.9,NA,NA,NA,NA,42105,41.74420644,-77.89879229
Pike,2020-10-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42103,41.332572,-75.03270924
Schuylkill,2020-10-04T00:00:00Z,0,16,19,123,7,9,0,0,3,0,0,10,1.9,16,12.5,123,6.6,9,0,0,6.5,0,0.6,10,0,15.4,77.8,NA,NA,NA,42107,40.70751243,-76.22332385
Westmoreland,2020-10-04T00:00:00Z,40,78,63,314,0,0,0,0,21,1,8,88,37.5,78,48.1,314,0,0,0,0,9.8,1.2,8,88,51.3,20.1,NA,NA,NA,NA,42129,40.310315,-79.47134118
Union,2020-10-04T00:00:00Z,1,9,13,79,8,8,0,0,6,1,1,35,1.6,9,39.8,79,8,8,0,0,6.6,0.4,0.4,35,11.1,16.5,100,NA,NA,NA,42119,40.96473131,-77.06415803
Susquehanna,2020-10-04T00:00:00Z,0,0,24,46,0,0,0,0,0,0,0,2,0,0,19.7,46,0,0,0,0,0,0,0,2,NA,52.2,NA,NA,NA,NA,42115,41.8205686,-75.80250303
Wayne,2020-10-04T00:00:00Z,5,8,21,25,0,0,0,0,1,0,0,8,2.8,8,15.4,25,0,0,0,0,0.1,0,1.5,8,62.5,84,NA,NA,NA,NA,42127,41.64969805,-75.3051535
Washington,2020-10-04T00:00:00Z,7,34,66,242,0,0,0,0,6,0,16,61,6.9,31.7,58.6,250.4,0,0,0,0,4.4,0.2,11,61,20.6,27.3,NA,NA,NA,NA,42125,40.19109663,-80.25180083
Wyoming,2020-10-04T00:00:00Z,0,0,5,10,0,0,0,0,0,0,0,5,0,0,7.9,10,0,0,0,0,0,0,0,5,NA,50,NA,NA,NA,NA,42131,41.51892488,-76.01813003
Venango,2020-10-04T00:00:00Z,21,43,34,59,0,0,0,0,0,0,0,13,17.4,42.9,26.1,59.6,0,0,0,0,0.3,0,0,13,48.8,57.6,NA,NA,NA,NA,42121,41.40341259,-79.76286561
Warren,2020-10-04T00:00:00Z,1,6,0,21,0,0,0,0,0,0,1,3,1,6,1.1,21,0,0,0,0,0,0,1,3,16.7,0,NA,NA,NA,NA,42123,41.81675237,-79.27858158
Sullivan,2020-10-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42113,41.4480994,-76.5147922
York,2020-10-04T00:00:00Z,20,117,71,509,16,19,0,0,53,8,43,92,17.3,105.2,44.1,490.5,12.6,17.9,0,0,44.3,6.3,35.9,92,17.1,13.9,84.2,NA,NA,NA,42133,39.92192531,-76.72576052
Tioga,2020-10-04T00:00:00Z,4,6,36,48,0,0,0,0,0,0,0,0,2.9,6,33.2,47.1,0,0,0,0,0,0,0,0,66.7,75,NA,NA,NA,NA,42117,41.77333834,-77.25788076
Bedford,2020-10-05T00:00:00Z,4,4,25,40,0,0,0,0,2,0,0,8,4,4,27.3,39.1,0,0,0,0,0.9,0,0,8,100,62.5,NA,NA,NA,NA,42009,40.00737536,-78.49116474
Butler,2020-10-05T00:00:00Z,17,18,78,148,0,0,0,0,0,1,6,28,13.6,19.4,79.3,144.4,0,0,0,0,0.4,0.1,5.5,28,94.4,52.7,NA,NA,NA,NA,42019,40.91083185,-79.91711779
Allegheny,2020-10-05T00:00:00Z,110,802,739,3225,72,245,4,48,64,11,174,813,122.6,818.1,634.5,3278.8,57.7,244.9,7.1,47.5,51.4,9.1,191.1,815.3,13.7,22.9,29.4,8.3,NA,NA,42003,40.46735543,-79.98619843
Cambria,2020-10-05T00:00:00Z,9,25,55,258,7,7,0,0,7,1,11,57,4.1,25,52.6,265.5,6.4,7,0,0,6.4,0.3,13.7,57,36,21.3,100,NA,NA,NA,42021,40.49127491,-78.71894174
Beaver,2020-10-05T00:00:00Z,3,14,8,104,0,0,0,0,4,0,0,0,3.1,14.3,8.1,91.9,0,0,0,0,4.1,0.4,0,0,21.4,7.7,NA,NA,NA,NA,42007,40.68349245,-80.35107356
Cameron,2020-10-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42023,41.43880265,-78.20916932
Adams,2020-10-05T00:00:00Z,3,10,8,55,0,0,0,0,0,0,0,4,3.7,10,4.6,60.9,0,0,0,0,0.3,0,0.5,4,30,14.5,NA,NA,NA,NA,42001,39.87209565,-77.22224271
Clinton,2020-10-05T00:00:00Z,0,0,29,29,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,42035,41.23286274,-77.642837599999993
Clarion,2020-10-05T00:00:00Z,4,7,14,25,0,0,0,0,0,0,0,4,3,6,10.2,25,0,0,0,0,0.4,0,0.1,2,57.1,56,NA,NA,NA,NA,42031,41.19279129,-79.42483608
Berks,2020-10-05T00:00:00Z,10,49,58,557,20,25,0,0,34,2,29,143,13.4,53.1,66.4,561.6,17.9,24.9,0,0,29.4,1.5,24.4,143,20.4,10.4,80,NA,NA,NA,42011,40.41939635,-75.93077327
Chester,2020-10-05T00:00:00Z,34,94,130,577,7,11,0,0,22,3,18,132,40.9,97.1,113.1,574.5,7.9,11,0,0,13.1,1.9,14.1,132.7,36.2,22.5,63.6,NA,NA,NA,42029,39.97487056,-75.75626498
Armstrong,2020-10-05T00:00:00Z,8,12,46,81,0,0,0,0,0,0,1,6,8.4,12,49,81,0,0,0,0,0.6,0,0.4,6,66.7,56.8,NA,NA,NA,NA,42005,40.81509526,-79.47316899
Bradford,2020-10-05T00:00:00Z,17,38,54,211,0,0,0,0,14,3,6,26,15.3,38,43.8,211,0,0,0,0,7,0.9,4.7,26,44.7,25.6,NA,NA,NA,NA,42015,41.79117814,-76.51825624
Carbon,2020-10-05T00:00:00Z,3,6,18,40,0,0,0,0,0,0,0,3,2,6,15.1,40,0,0,0,0,0,0,0.1,3,50,45,NA,NA,NA,NA,42025,40.91936701,-75.71107039
Clearfield,2020-10-05T00:00:00Z,3,27,5,80,1,8,0,0,0,0,1,17,2.1,25.8,9.2,80.7,1.4,7.7,0,0,0.3,0,1.6,17,11.1,6.2,12.5,NA,NA,NA,42033,41.000429,-78.47558343
Blair,2020-10-05T00:00:00Z,23,136,87,234,0,12,0,0,10,4,18,36,21.4,136.4,60.9,238.6,0.1,12,0,0,8.1,4,18,36,16.9,37.2,0,NA,NA,NA,42013,40.48555024,-78.34907687
Bucks,2020-10-05T00:00:00Z,47,78,295,739,17,19,0,0,4,0,12,101,39.2,78,294.6,739,17.6,19,0,0,4.4,0,15,101,60.3,39.9,89.5,NA,NA,NA,42017,40.33501133,-75.11291241
Centre,2020-10-05T00:00:00Z,14,24,31,131,6,6,0,0,3,0,0,26,12.6,24,29,131,4.9,6,0,0,4.4,0,0.2,26,58.3,23.7,100,NA,NA,NA,42027,40.9193135,-77.82500112
Forest,2020-10-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42053,41.51357876,-79.23780995
Dauphin,2020-10-05T00:00:00Z,48,178,50,511,12,60,7,18,20,3,63,169,42,178.1,38.6,514.9,5.4,59.9,3.4,18,17.6,3.1,58.8,169,27,9.8,20,38.9,NA,NA,42043,40.41974636,-76.77960568
Elk,2020-10-05T00:00:00Z,7,7,6,19,0,0,0,0,0,0,0,7,5.4,7,6.4,19,0,0,0,0,0,0,0,6.9,100,31.6,NA,NA,NA,NA,42047,41.42819416,-78.64947713
Delaware,2020-10-05T00:00:00Z,21,76,122,511,6,10,0,0,16,0,38,160,16.1,75.1,112.1,523.4,4.5,9.6,0,0,17.7,1.1,39.5,160,27.6,23.9,60,NA,NA,NA,42045,39.91657867,-75.40627712
Fulton,2020-10-05T00:00:00Z,0,0,2,21,0,0,0,0,0,0,0,2,0,0,9.9,21,0,0,0,0,0,0,0,2,NA,9.5,NA,NA,NA,NA,42057,39.92487511,-78.11485045
Cumberland,2020-10-05T00:00:00Z,48,101,52,357,0,4,0,0,6,1,13,55,43,98.1,39.7,346.9,0,4,0,0,6.3,0.1,12.1,55,47.5,14.6,0,NA,NA,NA,42041,40.16759839,-77.26866271
Greene,2020-10-05T00:00:00Z,0,0,2,12,0,0,0,0,0,0,0,5,0,0,2.4,12,0,0,0,0,0,0,0,5,NA,16.7,NA,NA,NA,NA,42059,39.85480393,-80.22943817
Jefferson,2020-10-05T00:00:00Z,4,5,41,60,0,0,0,0,0,0,0,17,3.1,5,35.1,60,0,0,0,0,0.5,0.3,0,17,80,68.3,NA,NA,NA,NA,42065,41.13139091,-79.00101814
Indiana,2020-10-05T00:00:00Z,6,12,32,102,0,0,0,0,2,1,2,23,5.8,12,29.6,102,0,0,0,0,2.9,0.6,1.5,23,50,31.4,NA,NA,NA,NA,42063,40.65295497,-79.09333493
Erie,2020-10-05T00:00:00Z,34,178,105,586,1,13,0,0,9,3,40,143,34.3,175.3,92.7,569.3,2.3,11.2,0,0,7,3,43.3,143,19.1,17.9,7.7,NA,NA,NA,42049,41.99413787,-80.0407591
Columbia,2020-10-05T00:00:00Z,4,0,17,31,0,0,0,0,0,0,0,9,7.8,9.1,16.7,32.9,0,0,0,0,0.1,0,0,9,NA,54.8,NA,NA,NA,NA,42037,41.04912086,-76.4100218
Huntingdon,2020-10-05T00:00:00Z,3,7,35,50,0,0,0,0,0,0,0,0,1.6,7,30.9,50,0,0,0,0,0,0,0,0,42.9,70,NA,NA,NA,NA,42061,40.416105,-77.9827661
Fayette,2020-10-05T00:00:00Z,8,15,33,104,0,0,0,0,3,1,3,28,4.1,15,37.1,104,0,0,0,0,5,0.4,3,28,53.3,31.7,NA,NA,NA,NA,42051,39.9194478,-79.65189635
Crawford,2020-10-05T00:00:00Z,9,18,64,138,6,6,0,0,2,0,0,24,9.4,18,76.1,138,5.6,6,0,0,0.5,0,0.4,24,50,46.4,100,NA,NA,NA,42039,41.68546907,-80.11321083
Franklin,2020-10-05T00:00:00Z,14,34,84,219,4,6,0,0,9,1,9,27,12.2,34,70.1,219,4.9,6,0,0,6.4,0.9,5.9,27,41.2,38.4,66.7,NA,NA,NA,42055,39.92786197,-77.72398845
Juniata,2020-10-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42067,40.53433008,-77.405775
Mercer,2020-10-05T00:00:00Z,19,34,196,313,0,0,0,0,2,0,2,28,20.9,34,205.8,309.3,0,0,0,0,3.1,0,2,28,55.9,62.6,NA,NA,NA,NA,42085,41.30237777,-80.26009411
Mifflin,2020-10-05T00:00:00Z,5,10,16,87,0,0,0,0,5,0,0,15,5.6,12.1,25.4,84.9,0,0,0,0,4.6,0,0,15,50,18.4,NA,NA,NA,NA,42087,40.61274928,-77.62003089
Lehigh,2020-10-05T00:00:00Z,13,172,104,1078,24,89,3,13,16,7,73,236,9.1,172,83.9,1086.1,18.4,89,3.4,13,29.2,4.9,72.8,236,7.6,9.6,27,23.1,NA,NA,42077,40.61464794,-75.60099481
Lancaster,2020-10-05T00:00:00Z,25,80,128,542,26,29,0,0,22,1,17,112,18.6,86.4,99.9,543.9,24,29,0,0,15,1.1,15.9,112,31.2,23.6,89.7,NA,NA,NA,42071,40.04590796,-76.25138768
Lawrence,2020-10-05T00:00:00Z,6,12,0,61,0,0,0,0,6,0,1,10,5.6,11.8,2.8,62.7,0,0,0,0,2.8,0,1.8,10,50,0,NA,NA,NA,NA,42073,40.99325035,-80.33754114
Northampton,2020-10-05T00:00:00Z,1,12,20,149,0,0,0,0,2,0,3,3,5.3,18.4,30.5,171.1,0,0,0,0,1.6,0.3,0.9,1.6,8.3,13.4,NA,NA,NA,NA,42095,40.7545954,-75.31263726
Luzerne,2020-10-05T00:00:00Z,12,59,17,388,7,7,0,0,5,0,15,120,8.6,60.1,25.1,396.4,4,7,0,0,3.6,0,15.6,120,20.3,4.4,100,NA,NA,NA,42079,41.17836439,-75.9919961
McKean,2020-10-05T00:00:00Z,2,10,15,38,9,29,0,0,0,0,0,8,3.1,10,21,38,13.8,29,0,0,0,0,0,8,20,39.5,31,NA,NA,NA,42083,41.81037074,-78.5712202
Monroe,2020-10-05T00:00:00Z,6,36,9,240,0,16,0,0,1,0,7,23,3.7,36,16.4,240,0.2,16,0,0,0.6,0.1,5.6,23.6,16.7,3.8,0,NA,NA,NA,42089,41.06091787,-75.34083603
Lackawanna,2020-10-05T00:00:00Z,8,47,14,367,11,22,0,0,4,0,5,41,7.1,48.3,20.4,367,10.4,22,0,0,3.5,0,5,41,17,3.8,50,NA,NA,NA,42069,41.43910064,-75.61218345
Lycoming,2020-10-05T00:00:00Z,6,56,72,200,1,6,0,0,5,0,5,45,5.6,55.9,80.3,209.4,1.2,6.9,0,0,3.1,0,4.7,45.3,10.7,36,16.7,NA,NA,NA,42081,41.34459792,-77.06942457
Lebanon,2020-10-05T00:00:00Z,4,18,20,99,0,0,0,0,16,1,2,12,6.4,17.9,19.9,97.6,0,0,0,0,7.5,0.2,2.4,12,22.2,20.2,NA,NA,NA,NA,42075,40.367597,-76.46182575
Montour,2020-10-05T00:00:00Z,20,124,6,267,0,36,7,14,28,2,31,186,16.9,123.4,11.8,267,2.7,36,7.2,14,19.6,1.4,30.4,186,16.1,2.2,0,50,NA,NA,42093,41.02801824,-76.66470527
Montgomery,2020-10-05T00:00:00Z,159,336,377,1468,29,35,0,0,30,8,84,396,132.6,345,339.1,1444.3,29.4,33.7,0,0,27.5,6.4,88.4,396,47.3,25.7,82.9,NA,NA,NA,42091,40.20989874,-75.37252001
Northumberland,2020-10-05T00:00:00Z,3,7,9,40,0,0,0,0,10,0,0,4,1.5,7,9.4,40,0,0,0,0,9.6,0,0,4,42.9,22.5,NA,NA,NA,NA,42097,40.85150926,-76.71188423
Pike,2020-10-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42103,41.332572,-75.03270924
Schuylkill,2020-10-05T00:00:00Z,1,16,20,123,6,9,0,0,5,0,0,10,1.8,16,11.9,123,6.4,9,0,0,6.6,0,0.6,10,6.2,16.3,66.7,NA,NA,NA,42107,40.70751243,-76.22332385
Perry,2020-10-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42099,40.40415317,-77.25907385
Snyder,2020-10-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42109,40.77113737,-77.07255968
Philadelphia,2020-10-05T00:00:00Z,171,791,582,3788,37,82,27,249,116,10,320,1332,135.5,782.8,473.4,3788.7,36.2,91.7,22.5,250.8,100.1,10.8,341.6,1332,21.6,15.4,45.1,10.8,NA,NA,42101,40.00444354,-75.140236
Somerset,2020-10-05T00:00:00Z,27,46,112,136,0,0,0,0,1,0,0,2,27,46,108.2,136,0,0,0,0,0.2,0,0,2,58.7,82.4,NA,NA,NA,NA,42111,39.97146299,-79.03100206
Potter,2020-10-05T00:00:00Z,6,6,35,39,0,0,0,0,1,0,4,4,2.9,6,27.1,39,0,0,0,0,0.4,0,4,4,100,89.7,NA,NA,NA,NA,42105,41.74420644,-77.89879229
Tioga,2020-10-05T00:00:00Z,3,6,36,47,0,0,0,0,0,0,0,0,3,6,33.4,47.1,0,0,0,0,0,0,0,0,50,76.6,NA,NA,NA,NA,42117,41.77333834,-77.25788076
Sullivan,2020-10-05T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42113,41.4480994,-76.5147922
Warren,2020-10-05T00:00:00Z,2,6,2,21,0,0,0,0,0,0,1,3,1.1,6,1.3,21.2,0,0,0,0,0,0,1,3,33.3,9.5,NA,NA,NA,NA,42123,41.81675237,-79.27858158
Westmoreland,2020-10-05T00:00:00Z,38,78,54,314,0,0,0,0,22,1,13,88,37.4,78,45.6,314,0,0,0,0,11.3,1.2,8.4,88,48.7,17.2,NA,NA,NA,NA,42129,40.310315,-79.47134118
Wayne,2020-10-05T00:00:00Z,3,8,16,25,0,0,0,0,1,0,1,8,2.9,8,15.3,25,0,0,0,0,0.1,0,1.5,8,37.5,64,NA,NA,NA,NA,42127,41.64969805,-75.3051535
Washington,2020-10-05T00:00:00Z,6,34,51,236,0,0,0,0,7,0,16,61,7.1,32.1,59,250.1,0,0,0,0,4.5,0.2,11.7,61,17.6,21.6,NA,NA,NA,NA,42125,40.19109663,-80.25180083
